,Date,Y_test,Furture - 1,Furture - 2
0,2022-12-06,17089.503906249993,7640.8528177425,
1,2022-12-07,16848.126953124996,7640.8528177425,8476.906470303751
2,2022-12-08,17233.474609375,7640.8528177425,8476.906470303751
3,2022-12-09,17133.15234375,7640.8528177425,8476.906470303751
4,2022-12-10,17128.724609374996,7640.8528177425,8476.906470303751
5,2022-12-11,17104.193359374996,7640.8528177425,8476.906470303751
6,2022-12-12,17206.437499999993,7640.8528177425,8476.906470303751
7,2022-12-13,17781.318359374996,7640.8528177425,8476.906470303751
8,2022-12-14,17815.650390625,7640.8528177425,8476.906470303751
9,2022-12-15,17364.865234374996,7640.8528177425,8476.906470303751
10,2022-12-16,16647.484375,7640.8528177425,8476.906470303751
11,2022-12-17,16795.091796875,7640.8528177425,8476.906470303751
12,2022-12-18,16757.976562499996,7640.8528177425,8476.906470303751
13,2022-12-19,16439.679687499996,7640.8528177425,8476.906470303751
14,2022-12-20,16906.304687499996,7640.8528177425,8476.906470303751
15,2022-12-21,16817.53515625,7640.8528177425,8476.906470303751
16,2022-12-22,16830.341796874996,7640.8528177425,8476.906470303751
17,2022-12-23,16796.953124999993,7640.8528177425,8476.906470303751
18,2022-12-24,16847.755859374996,7640.8528177425,8476.906470303751
19,2022-12-25,16841.986328125,7640.8528177425,8476.906470303751
20,2022-12-26,16919.804687499996,7640.8528177425,8476.906470303751
21,2022-12-27,16717.173828124996,7640.8528177425,8476.906470303751
22,2022-12-28,16552.572265624993,7640.8528177425,8476.906470303751
23,2022-12-29,16642.341796874996,7640.8528177425,8476.906470303751
24,2022-12-30,16602.585937499996,7640.8528177425,8476.906470303751
25,2022-12-31,16547.496093749996,7640.8528177425,8476.906470303751
26,2023-01-01,16625.080078125,7640.8528177425,8476.906470303751
27,2023-01-02,16688.470703124996,7640.8528177425,8476.906470303751
28,2023-01-03,16679.857421875,7640.8528177425,8476.906470303751
29,2023-01-04,16863.238281249993,7640.8528177425,8476.906470303751
30,2023-01-05,16836.736328125,7640.8528177425,8476.906470303751
31,2023-01-06,16951.968749999996,7640.8528177425,8476.906470303751
32,2023-01-07,16955.078125,7640.8528177425,8476.906470303751
33,2023-01-08,17091.144531249996,7640.8528177425,8476.906470303751
34,2023-01-09,17196.5546875,7640.8528177425,8476.906470303751
35,2023-01-10,17446.292968749996,7640.8528177425,8476.906470303751
36,2023-01-11,17934.896484375,7640.8528177425,8476.906470303751
37,2023-01-12,18869.587890624996,7640.8528177425,8476.906470303751
38,2023-01-13,19909.574218749996,7640.8528177425,8476.906470303751
39,2023-01-14,20976.298828125,7640.8528177425,8476.906470303751
40,2023-01-15,20880.798828125,7640.8528177425,8476.906470303751
41,2023-01-16,21169.632812499996,7640.8528177425,8476.906470303751
42,2023-01-17,21161.51953125,7640.8528177425,8476.906470303751
43,2023-01-18,20688.781249999996,7640.8528177425,8476.906470303751
44,2023-01-19,21086.79296875,7640.8528177425,8476.906470303751
45,2023-01-20,22676.552734374996,7640.8528177425,8476.906470303751
46,2023-01-21,22777.625,7640.8528177425,8476.906470303751
47,2023-01-22,22720.416015624996,7640.8528177425,8476.906470303751
48,2023-01-23,22934.431640625,7640.8528177425,8476.906470303751
49,2023-01-24,22636.46875,7640.8528177425,8476.906470303751
50,2023-01-25,23117.859375,7640.8528177425,8476.906470303751
51,2023-01-26,23032.77734375,7640.8528177425,8476.906470303751
52,2023-01-27,23078.728515625,7640.8528177425,8476.906470303751
53,2023-01-28,23031.089843749996,7640.8528177425,8476.906470303751
54,2023-01-29,23774.56640625,7640.8528177425,8476.906470303751
55,2023-01-30,22840.138671875,7640.8528177425,8476.906470303751
56,2023-01-31,23139.283203124996,7640.8528177425,8476.906470303751
57,2023-02-01,23723.769531249996,7640.8528177425,8476.906470303751
58,2023-02-02,23471.87109375,7640.8528177425,8476.906470303751
59,2023-02-03,23449.322265625,7640.8528177425,8476.906470303751
60,2023-02-04,23331.84765625,7640.8528177425,8476.906470303751
61,2023-02-05,22955.666015624996,7640.8528177425,8476.906470303751
62,2023-02-06,22760.109375,7640.8528177425,8476.906470303751
63,2023-02-07,23264.291015624996,7640.8528177425,8476.906470303751
64,2023-02-08,22939.3984375,7640.8528177425,8476.906470303751
65,2023-02-09,21819.0390625,7640.8528177425,8476.906470303751
66,2023-02-10,21651.18359375,7640.8528177425,8476.906470303751
67,2023-02-11,21870.874999999996,7640.8528177425,8476.906470303751
68,2023-02-12,21788.203124999996,7640.8528177425,8476.906470303751
69,2023-02-13,21808.101562499996,7640.8528177425,8476.906470303751
70,2023-02-14,22220.8046875,7640.8528177425,8476.906470303751
71,2023-02-15,24307.841796875,7640.8528177425,8476.906470303751
72,2023-02-16,23623.474609375,7640.8528177425,8476.906470303751
73,2023-02-17,24565.6015625,7640.8528177425,8476.906470303751
74,2023-02-18,24641.277343749996,7640.8528177425,8476.906470303751
75,2023-02-19,24327.642578125,7640.8528177425,8476.906470303751
76,2023-02-20,24829.148437499996,7640.8528177425,8476.906470303751
77,2023-02-21,24436.353515624996,7640.8528177425,8476.906470303751
78,2023-02-22,24188.84375,7640.8528177425,8476.906470303751
79,2023-02-23,23947.4921875,7640.8528177425,8476.906470303751
80,2023-02-24,23198.126953125,7640.8528177425,8476.906470303751
81,2023-02-25,23175.375,7640.8528177425,8476.906470303751
82,2023-02-26,23561.212890625,7640.8528177425,8476.906470303751
83,2023-02-27,23522.87109375,7640.8528177425,8476.906470303751
84,2023-02-28,23147.353515625,7640.8528177425,8476.906470303751
85,2023-03-01,23646.550781249996,7640.8528177425,8476.906470303751
86,2023-03-02,23475.466796875,7640.8528177425,8476.906470303751
87,2023-03-03,22362.6796875,7640.8528177425,8476.906470303751
88,2023-03-04,22353.349609374996,7640.8528177425,8476.906470303751
89,2023-03-05,22435.513671875,7640.8528177425,8476.906470303751
90,2023-03-06,22429.757812499996,7640.8528177425,8476.906470303751
91,2023-03-07,22219.769531249996,7640.8528177425,8476.906470303751
92,2023-03-08,21718.080078124996,7640.8528177425,8476.906470303751
93,2023-03-09,20363.021484375,7640.8528177425,8476.906470303751
94,2023-03-10,20187.244140625,7640.8528177425,8476.906470303751
95,2023-03-11,20632.41015625,7640.8528177425,8476.906470303751
96,2023-03-12,,,8476.906470303751
